divergence,clean_accuracy,I_XZ,H_Y,H_Y_given_Z,I_ZY,IB_objective
kl,0.7932,56.14341735839844,2.3018882274627686,0.5262302756309509,1.7756579518318176,56.141641700446606
renyi,0.7828,57.825462341308594,2.3018882274627686,0.5110370516777039,1.7908511757850647,57.82367149013281
tsallis,0.7806,363.44073486328125,2.3018882274627686,0.4964885711669922,1.8053996562957764,363.43892946362496
