divergence,clean_accuracy,I_XZ,H_Y,H_Y_given_Z,I_ZY,IB_objective
kl,0.9801,15.011857986450195,2.3008484840393066,0.017632827162742615,2.283215656876564,15.00957477079332
renyi,0.9817,16.754518508911133,2.3008484840393066,0.015628952533006668,2.2852195315063,16.752233289379628
tsallis,0.9813,147.78167724609375,2.3008484840393066,0.018655290827155113,2.2821931932121515,147.77939505290053
