divergence,accuracy,cross_entropy,information_loss,shannon_entropy,renyi_entropy,tsallis_entropy,I_XZ,H_Y,H_Y_given_Z,I_ZY,IB_objective
kl,0.9806,0.09538044331068854,14.798010053513925,3.5960726737976074,3.409822940826416,0.966952919960022,14.798945426940918,2.3008484840393066,0.02158181741833687,2.2792666666209698,14.796666160274297
renyi,0.9794,0.0931942737616518,-28.20332807227026,3.7713074684143066,3.596449136734009,0.9725790619850159,12.299040794372559,2.3008484840393066,0.027471667155623436,2.273376816883683,12.296767417555674
tsallis,0.9624,0.17862254139507497,76.46631105640266,3.8110549449920654,3.663944959640503,0.9743688106536865,3.7969295978546143,2.3008484840393066,0.07885055989027023,2.2219979241490364,3.794707599930465
