divergence,I_XZ,H_Y,H_Y_given_Z,I_ZY,IB_objective
kl,14.798945426940918,2.3008484840393066,0.02158181741833687,2.2792666666209698,14.796666160274297
renyi,23.697053909301758,2.3008484840393066,0.023727573454380035,2.2771209105849266,23.694776788391174
tsallis,373.97119140625,2.3008484840393066,0.0199484433978796,2.280900040641427,373.96891050620934
