divergence,I_XZ,H_Y,H_Y_given_Z,I_ZY,IB_objective
kl,15.011857986450195,2.3008484840393066,0.02235904149711132,2.2784894425421953,15.009579497007653
renyi,14.924190521240234,2.3008484840393066,0.025091681629419327,2.2757568024098873,14.921914764437824
tsallis,304.5198059082031,2.3008484840393066,0.018654659390449524,2.282193824648857,304.51752371437846
