divergence,I_XZ,H_Y,H_Y_given_Z,I_ZY,IB_objective
kl,14.798945426940918,2.3008484840393066,0.02158181741833687,2.2792666666209698,14.796666160274297
renyi,12.299040794372559,2.3008484840393066,0.027471667155623436,2.273376816883683,12.296767417555674
tsallis,3.7969295978546143,2.3008484840393066,0.07885055989027023,2.2219979241490364,3.794707599930465
