divergence,accuracy,cross_entropy,information_loss,shannon_entropy,renyi_entropy,tsallis_entropy,I_XZ,H_Y,H_Y_given_Z,I_ZY,IB_objective
kl,0.979,0.10123885256155207,15.020004006880749,3.6460297107696533,3.6618735790252686,4.018537998199463,15.011857986450195,2.3008484840393066,0.02235904149711132,2.2784894425421953,15.009579497007653
renyi,0.9777,0.11842504105612833,14.674686516387553,3.2821381092071533,3.2973968982696533,3.5847926139831543,14.924190521240234,2.3008484840393066,0.025091681629419327,2.2757568024098873,14.921914764437824
tsallis,0.9809,0.09537460691473287,19.992177238947228,3.6284260749816895,3.6443099975585938,3.9974546432495117,304.5198059082031,2.3008484840393066,0.018654659390449524,2.282193824648857,304.51752371437846
